"country","gamma"
"Austria","25.089342428914"
"Belgium","15.8081115535367"
"Czechia","0.986378493775044"
"France",NA
"Germany","0.410976696949048"
"Hungary","1.18466605059283"
"Italy","1.7456225784538"
"Luxembourg","74.3334636239727"
"Netherlands","46.8945281081341"
"Poland",NA
"Slovakia","1.16932534945949"
"Spain","6.35429547233238"
