"country","gamma"
"Austria","20.6412627325782"
"Belgium","15.9225926622712"
"Czechia","1.33012848610659"
"France","0.105605877536764"
"Germany","0.337369957824745"
"Hungary","1.19233437866812"
"Italy","1.19196967803865"
"Luxembourg","47.4508114348711"
"Netherlands","42.1273935451865"
"Poland","1.65415488120883"
"Slovakia","0.810485264408614"
"Spain","6.29731476807952"
