"country","gamma"
"Austria","23.2995928371374"
"Belgium","15.9225926622712"
"Czechia","1.33012848610659"
"France",NA
"Germany","0.496749048345899"
"Hungary","1.19233437866812"
"Italy","1.19196967803865"
"Luxembourg","82.0418146475426"
"Netherlands","42.1273935451865"
"Poland","1.65415488120883"
"Slovakia","0.810485264408614"
"Spain","6.86345984661159"
