"country","gamma"
"Austria","17.5339778086255"
"Belgium","12.9765746531738"
"Czechia",NA
"France","1.95019447632667"
"Germany","0.315775198705381"
"Hungary","1.80813694853954"
"Italy","2.03615975495314"
"Luxembourg","58.7891388378773"
"Netherlands","32.3181349262398"
"Poland","2.55577747878215"
"Slovakia","0.578146695348008"
"Spain","3.26922339799187"
