"country","gamma"
"Austria","34.949389255706"
"Belgium","15.9225926622712"
"Czechia","1.99519272915988"
"France","0.11954116672921"
"Germany","0.678239260757233"
"Hungary","1.78850156800218"
"Italy","1.78795451705798"
"Luxembourg","82.0418146475426"
"Netherlands","63.1910903177798"
"Poland","2.48123232181324"
"Slovakia","1.21572789661292"
"Spain","7.3848189000859"
